IDPLAYER,PLAYERNAME,BIRTHDATE,FIRSTNAME,LASTNAME,TEAM,LG,POS,IDFANGRAPHS,FANGRAPHSNAME,MLBID,MLBNAME,CBSID,CBSNAME,RETROID,BREFID,NFBCID,NFBCNAME,ESPNID,ESPNNAME,KFFLNAME,DAVENPORTID,BPID,YAHOOID,YAHOONAME,MSTRBLLNAME,BATS,THROWS,FANTPROSNAME,LASTCOMMAFIRST,ROTOWIREID,FANDUELNAME,FANDUELID,DRAFTKINGSNAME,OTTONEUID,HQID,RAZZBALLNAME,FANTRAXID,FANTRAXNAME,ROTOWIRENAME,ALLPOS,NFBCLASTFIRST,NAME_TEAM,NAME_TEAM1,NAME_TEAM2,NAME_TEAM3,NAME_TEAM4,NAME_TEAM5,NAME_TEAM6
hestoch01,CHRIS HESTON,4/10/1988,Chris,Heston,MIN,,P,10302,CHRIS HESTON,518790.0,CHRIS HESTON,1982197.0,CHRIS HESTON,hestc001,hestoch01,9833.0,CHRIS HESTON,32611.0,CHRIS HESTON,,HESTON19880410A,59332.0,9833.0,CHRIS HESTON,"Heston, Chris",R,R,Chris Heston,"Heston, Chris",12441.0,Chris Heston,38172.0,Chris Heston,8601.0,4237.0,Chris Heston,,,Chris Heston,P,"Heston, Chris",CHRIS HESTON NAN,CHRIS HESTON NAN,CHRIS HESTON NAN,CHRIS HESTON NAN,CHRIS HESTON NAN,CHRIS HESTON NAN,CHRIS HESTON NAN
heywaja01,JASON HEYWARD,8/9/1989,Jason,Heyward,CHN,NL,OF,4940,JASON HEYWARD,518792.0,JASON HEYWARD,1611138.0,JASON HEYWARD,heywj001,heywaja01,8621.0,JASON HEYWARD,29551.0,JASON HEYWARD,Jason Heyward,HEYWARD19890809A,57396.0,8621.0,JASON HEYWARD,"Heyward, Jason",L,L,Jason Heyward,"Heyward, Jason",9757.0,Jason Heyward,11129.0,Jason Heyward,7549.0,3311.0,Jason Heyward,01c5o,"Heyward, Jason","Heyward, Jason",OF,"Heyward, Jason",JASON HEYWARD CHC,JASON HEYWARD CHC,JASON HEYWARD CHC,JASON HEYWARD CHC,JASON HEYWARD CHC,JASON HEYWARD CHC,JASON HEYWARD CHC
hicksaa01,AARON HICKS,10/2/1989,Aaron,Hicks,NYA,AL,OF,5297,AARON HICKS,543305.0,AARON HICKS,1669559.0,AARON HICKS,hicka001,hicksaa01,9325.0,AARON HICKS,31253.0,AARON HICKS,Aaron Hicks,HICKS19891002A,57967.0,9325.0,AARON HICKS,"Hicks, Aaron",B,R,Aaron Hicks,"Hicks, Aaron",10470.0,Aaron Hicks,13894.0,Aaron Hicks,5770.0,4213.0,Aaron Hicks,01cgr,"Hicks, Aaron","Hicks, Aaron",OF,"Hicks, Aaron",AARON HICKS NYY,AARON HICKS NYY,AARON HICKS NYY,AARON HICKS NYY,AARON HICKS NYY,AARON HICKS NYY,AARON HICKS NYY
hicksbr01,BRANDON HICKS,9/14/1985,Brandon,Hicks,SFN,,2B,4003,BRANDON HICKS,518794.0,BRANDON HICKS,1599170.0,BRANDON HICKS,hickb002,hicksbr01,8725.0,BRANDON HICKS,29552.0,BRANDON HICKS,,HICKS19850914A,56450.0,8725.0,BRANDON HICKS,"Hicks, Brandon",R,R,Brandon Hicks,"Hicks, Brandon",9926.0,,,,5678.0,,Brandon Hicks,,,Brandon Hicks,2B,"Hicks, Brandon",BRANDON HICKS NAN,BRANDON HICKS NAN,BRANDON HICKS NAN,BRANDON HICKS NAN,BRANDON HICKS NAN,BRANDON HICKS NAN,BRANDON HICKS NAN
hicksjo02,JOHN HICKS,8/31/1989,John,Hicks,DET,AL,1B,12547,JOHN HICKS,543308.0,JOHN HICKS,1956975.0,JOHN HICKS,hickj001,hicksjo02,10059.0,JOHN HICKS,32255.0,JOHN HICKS,,,70307.0,10059.0,JOHN HICKS,"Hicks, John",R,R,John Hicks,"Hicks, John",12251.0,,,,23863.0,4943.0,John Hicks,02bt6,"Hicks, John",John Hicks,C/1B,"Hicks, John",JOHN HICKS DET,JOHN HICKS DET,JOHN HICKS DET,JOHN HICKS DET,JOHN HICKS DET,JOHN HICKS DET,JOHN HICKS DET
hicksjo03,JORDAN HICKS,9/6/1996,Jordan,Hicks,SLN,NL,P,19618,JORDAN HICKS,663855.0,JORDAN HICKS,,NAN,,hicksjo03,10947.0,JORDAN HICKS,37909.0,JORDAN HICKS,,,107962.0,,NAN,"Hicks, Jordan",R,R,Jordan Hicks,"Hicks, Jordan",13912.0,,,,23864.0,5817.0,Jordan Hicks,,,Jordan Hicks,RP,"Hicks, Jordan",JORDAN HICKS STL,JORDAN HICKS STL,JORDAN HICKS STL,NAN STL,JORDAN HICKS STL,JORDAN HICKS STL,NAN STL
hildetr01,TREVOR HILDENBERGER,12/15/1990,Trevor,Hildenberger,MIN,AL,P,17002,TREVOR HILDENBERGER,657610.0,TREVOR HILDENBERGER,2794535.0,TREVOR HILDENBERGER,hildt001,hildetr01,10740.0,TREVOR HILDENBERGER,35902.0,TREVOR HILDENBERGER,,,105121.0,10740.0,TREVOR HILDENBERGER,"HIldenberger, Trevor",R,R,Trevor Hildenberger,"Hildenberger, Trevor",14408.0,,,,21419.0,5455.0,Trevor Hildenberger,03dtu,"Hildenberger, Trevor","Hildenberger, Trevor",RP,"Hildenberger, Trevor",TREVOR HILDENBERGER MIN,TREVOR HILDENBERGER MIN,TREVOR HILDENBERGER MIN,TREVOR HILDENBERGER MIN,TREVOR HILDENBERGER MIN,TREVOR HILDENBERGER MIN,TREVOR HILDENBERGER MIN
hillaa01,AARON HILL,3/21/1982,Aaron,Hill,SFN,,2B,6104,AARON HILL,431094.0,AARON HILL,484952.0,AARON HILL,hilla001,hillaa01,7483.0,AARON HILL,6190.0,AARON HILL,Aaron Hill,HILL19820321A,45430.0,7483.0,AARON HILL,"Hill, Aaron",R,R,Aaron Hill,"Hill, Aaron",7624.0,Aaron Hill,5557.0,Aaron Hill,15283.0,1186.0,Aaron Hill,,,Aaron Hill,2B,"Hill, Aaron",AARON HILL NAN,AARON HILL NAN,AARON HILL NAN,AARON HILL NAN,AARON HILL NAN,AARON HILL NAN,AARON HILL NAN
hillri01,RICH HILL,3/11/1980,Rich,Hill,LAN,NL,P,4806,RICH HILL,448179.0,RICH HILL,555244.0,RICH HILL,hillr001,hillri01,7578.0,RICH HILL,6321.0,RICH HILL,,HILL19800311A,36959.0,7578.0,RICH HILL,"Hill, Rich",L,L,Rich Hill,"Hill, Rich",7965.0,Rich Hill,5983.0,Rich Hill,5594.0,2262.0,Rich Hill,0008c,"Hill, Rich","Hill, Rich",SP,"Hill, Rich",RICH HILL LAD,RICH HILL LAD,RICH HILL LAD,RICH HILL LAD,RICH HILL LAD,RICH HILL LAD,RICH HILL LAD
hillsh01,SHAWN HILL,4/28/1981,Shawn,Hill,TOR,,P,1882,SHAWN HILL,429718.0,SHAWN HILL,448409.0,SHAWN HILL,hills003,hillsh01,7350.0,SHAWN HILL,5993.0,SHAWN HILL,,HILL19810428A,36960.0,7350.0,SHAWN HILL,"Hill, Shawn",R,R,Shawn Hill,"Hill, Shawn",7848.0,,,,5655.0,,Shawn Hill,,,Shawn Hill,P,"Hill, Shawn",SHAWN HILL NAN,SHAWN HILL NAN,SHAWN HILL NAN,SHAWN HILL NAN,SHAWN HILL NAN,SHAWN HILL NAN,SHAWN HILL NAN
hillst01,STEVEN HILL,3/14/1985,Steven,Hill,[],,C,8211,STEVEN HILL,518799.0,STEVEN HILL,1661503.0,STEVE HILL,,hillst01,8785.0,STEVEN HILL,,NAN,,HILL19751210A,36953.0,8785.0,STEVEN HILL,"Hill, Steven",R,R,Steven Hill,"Hill, Steven",,,,,17820.0,,Steven Hill,,,,C,"Hill, Steven",STEVEN HILL NAN,STEVEN HILL NAN,STEVEN HILL NAN,STEVE HILL NAN,STEVEN HILL NAN,NAN NAN,STEVEN HILL NAN
hinojda01,DALIER HINOJOSA,2/10/1986,Dalier,Hinojosa,PHI,,P,15671,DALIER HINOJOSA,648737.0,DALIER HINOJOSA,2118087.0,DALIER HINOJOSA,hinod001,hinojda01,9952.0,DALIER HINOJOSA,33275.0,DALIER HINOJOSA,,HINOJOSAcubaD01,103731.0,9952.0,DALIER HINOJOSA,"Hinojosa, Dalier",R,R,Dalier Hinojosa,"Hinojosa, Dalier",13156.0,Dalier Hinojosa,52867.0,Dalier Hinojosa,20227.0,,Dalier Hinojosa,,,Dalier Hinojosa,P,"Hinojosa, Dalier",DALIER HINOJOSA NAN,DALIER HINOJOSA NAN,DALIER HINOJOSA NAN,DALIER HINOJOSA NAN,DALIER HINOJOSA NAN,DALIER HINOJOSA NAN,DALIER HINOJOSA NAN
hinsker01,ERIC HINSKE,8/5/1977,Eric,Hinske,[],,OF,1305,ERIC HINSKE,400134.0,ERIC HINSKE,211691.0,ERIC HINSKE,hinse001,hinsker01,6645.0,ERIC HINSKE,,NAN,,HINSKE19770805A,992.0,6645.0,ERIC HINSKE,"Hinske, Eric",L,R,Eric Hinske,"Hinske, Eric",,,,,15169.0,,Eric Hinske,,,,OF,"Hinske, Eric",ERIC HINSKE NAN,ERIC HINSKE NAN,ERIC HINSKE NAN,ERIC HINSKE NAN,ERIC HINSKE NAN,NAN NAN,ERIC HINSKE NAN
hiranyo01,YOSHIHISA HIRANO,3/8/1984,Yoshihisa,Hirano,ARI,NL,P,19756,YOSHIHISA HIRANO,673633.0,YOSHIHISA HIRANO,,NAN,,hiranyo01,10837.0,YOSHIHISA HIRANO,39842.0,NAN,,,53724.0,,NAN,"Hirano, Yoshihisa",R,R,Yoshihisa Hirano,"Hirano, Yoshihisa",13736.0,,,,33601.0,5848.0,Yoshihisa Hirano,04lfv,"Hirano, Yoshihisa","Hirano, Yoshihisa",RP,"Hirano, Yoshihisa",YOSHIHISA HIRANO ARI,YOSHIHISA HIRANO ARI,YOSHIHISA HIRANO ARI,NAN ARI,YOSHIHISA HIRANO ARI,NAN ARI,NAN ARI
hiurake01,KESTON HIURA,8/2/1996,Keston,Hiura,[],NL,2B,sa3004043,KESTON HIURA,669374.0,KESTON HIURA,2835061.0,KESTON HIURA,,hiurake01,,KESTON HIURA,39879.0,KESTON HIURA,,,110030.0,,NAN,"Hiura, Keston",R,R,Keston Hiura,"Hiura, Keston",14782.0,,,,,6009.0,Keston Hiura,,,Keston Hiura,2B,"Hiura, Keston",KESTON HIURA MIL,KESTON HIURA MIL,KESTON HIURA MIL,KESTON HIURA MIL,KESTON HIURA MIL,KESTON HIURA MIL,NAN MIL
hochelu01,LUKE HOCHEVAR,9/15/1983,Luke,Hochevar,KCA,,P,6943,LUKE HOCHEVAR,460024.0,LUKE HOCHEVAR,1116600.0,LUKE HOCHEVAR,hochl001,hochelu01,7919.0,LUKE HOCHEVAR,28643.0,LUKE HOCHEVAR,,HOCHEVAR19830915A,52047.0,7919.0,LUKE HOCHEVAR,"Hochevar, Luke",R,R,Luke Hochevar,"Hochevar, Luke",8619.0,Luke Hochevar,5138.0,Luke Hochevar,3200.0,2764.0,Luke Hochevar,,,Luke Hochevar,P,"Hochevar, Luke",LUKE HOCHEVAR NAN,LUKE HOCHEVAR NAN,LUKE HOCHEVAR NAN,LUKE HOCHEVAR NAN,LUKE HOCHEVAR NAN,LUKE HOCHEVAR NAN,LUKE HOCHEVAR NAN
hoeslj01,L.J. HOES,3/5/1990,L.J.,Hoes,BAL,,OF,6656,L.J. HOES,543321.0,L.J. HOES,1910547.0,L.J. HOES,hoesl001,hoeslj01,9307.0,L.J. HOES,32090.0,L.J. HOES,L.J. Hoes,HOES19900305A,57979.0,9307.0,L.J. HOES,"Hoes, L.J.",R,R,L.J. Hoes,"Hoes, L.J.",10560.0,L.J. Hoes,17044.0,L.J. Hoes,17808.0,4206.0,L.J. Hoes,,,L.J. Hoes,OF,"Hoes, L.J.",L.J. HOES NAN,L.J. HOES NAN,L.J. HOES NAN,L.J. HOES NAN,L.J. HOES NAN,L.J. HOES NAN,L.J. HOES NAN
hoffmje02,JEFF HOFFMAN,1/8/1993,Jeff,Hoffman,COL,NL,P,17432,JEFF HOFFMAN,656546.0,JEFF HOFFMAN,2135606.0,JEFF HOFFMAN,hoffj003,hoffmje02,9896.0,JEFF HOFFMAN,33841.0,JEFF HOFFMAN,,HOFFMAN19930108A,105425.0,9896.0,JEFF HOFFMAN,"Hoffman, Jeff",R,R,Jeff Hoffman,"Hoffman, Jeff",13345.0,,,Jeff Hoffman,18364.0,5361.0,Jeff Hoffman,03ann,"Hoffman, Jeff",Jeff Hoffman,P,"Hoffman, Jeff",JEFF HOFFMAN COL,JEFF HOFFMAN COL,JEFF HOFFMAN COL,JEFF HOFFMAN COL,JEFF HOFFMAN COL,JEFF HOFFMAN COL,JEFF HOFFMAN COL
hoffmtr01,TREVOR HOFFMAN,10/13/1967,Trevor,Hoffman,[],,P,1035,TREVOR HOFFMAN,116034.0,TREVOR HOFFMAN,7722.0,TREVOR HOFFMAN,hofft001,hoffmtr01,,TREVOR HOFFMAN,2817.0,TREVOR HOFFMAN,,HOFFMAN19671013A,620.0,,NAN,"Hoffman, Trevor",R,R,Trevor Hoffman,"Hoffman, Trevor",,,,,9431.0,,Trevor Hoffman,,,,P,"Hoffman, Trevor",TREVOR HOFFMAN NAN,TREVOR HOFFMAN NAN,TREVOR HOFFMAN NAN,TREVOR HOFFMAN NAN,TREVOR HOFFMAN NAN,TREVOR HOFFMAN NAN,NAN NAN
holadbr01,BRYAN HOLADAY,11/19/1987,Bryan,Holaday,MIA,NL,C,11287,BRYAN HOLADAY,592407.0,BRYAN HOLADAY,1794307.0,BRYAN HOLADAY,holab001,holadbr01,9208.0,BRYAN HOLADAY,31961.0,BRYAN HOLADAY,Bryan Holaday,HOLADAY19871119A,67016.0,9208.0,BRYAN HOLADAY,"Holaday, Bryan",R,R,Bryan Holaday,"Holaday, Bryan",11688.0,Bryan Holaday,13407.0,Bryan Holaday,17807.0,4118.0,Bryan Holaday,02hi2,"Holaday, Bryan",Bryan Holaday,C,"Holaday, Bryan",BRYAN HOLADAY MIA,BRYAN HOLADAY MIA,BRYAN HOLADAY MIA,BRYAN HOLADAY MIA,BRYAN HOLADAY MIA,BRYAN HOLADAY MIA,BRYAN HOLADAY MIA
holdejo02,JONATHAN HOLDER,6/9/1993,Jonathan,Holder,NYA,AL,P,16588,JONATHAN HOLDER,656547.0,JONATHAN HOLDER,,NAN,,holdejo02,10390.0,JONATHAN HOLDER,36035.0,JONATHAN HOLDER,,,104803.0,10390.0,JONATHAN HOLDER,"Holder, Jonathan",R,R,Jonathan Holder,"Holder, Jonathan",14538.0,,,,18656.0,5373.0,Jonathan Holder,,,Jonathan Holder,RP,"Holder, Jonathan",JONATHAN HOLDER NYY,JONATHAN HOLDER NYY,JONATHAN HOLDER NYY,NAN NYY,JONATHAN HOLDER NYY,JONATHAN HOLDER NYY,JONATHAN HOLDER NYY
hollade01,DEREK HOLLAND,10/9/1986,Derek,Holland,SFN,NL,P,4141,DEREK HOLLAND,502706.0,DEREK HOLLAND,1630081.0,DEREK HOLLAND,holld003,hollade01,8406.0,DEREK HOLLAND,30148.0,DEREK HOLLAND,,HOLLAND19861009A,56468.0,8406.0,DEREK HOLLAND,"Holland, Derek",B,L,Derek Holland,"Holland, Derek",10762.0,Derek Holland,5764.0,Derek Holland,5441.0,3114.0,Derek Holland,,,Derek Holland,SP,"Holland, Derek",DEREK HOLLAND SF,DEREK HOLLAND SF,DEREK HOLLAND SF,DEREK HOLLAND SF,DEREK HOLLAND SF,DEREK HOLLAND SF,DEREK HOLLAND SF
hollagr01,GREG HOLLAND,11/20/1985,Greg,Holland,SLN,NL,P,7196,GREG HOLLAND,518813.0,GREG HOLLAND,1758975.0,GREG HOLLAND,hollg001,hollagr01,8773.0,GREG HOLLAND,30945.0,GREG HOLLAND,,HOLLAND19851120A,57708.0,8773.0,GREG HOLLAND,"Holland, Greg",R,R,Greg Holland,"Holland, Greg",10392.0,Greg Holland,12463.0,Greg Holland,5534.0,3568.0,Greg Holland,01xfu,"Holland, Greg","Holland, Greg",RP,"Holland, Greg",GREG HOLLAND ARI,GREG HOLLAND ARI,GREG HOLLAND ARI,GREG HOLLAND ARI,GREG HOLLAND ARI,GREG HOLLAND ARI,GREG HOLLAND ARI
hollima01,MATT HOLLIDAY,1/15/1980,Matt,Holliday,NYA,,OF,1873,MATT HOLLIDAY,407812.0,MATT HOLLIDAY,181555.0,MATT HOLLIDAY,hollm001,hollima01,7311.0,MATT HOLLIDAY,5940.0,MATT HOLLIDAY,Matt Holliday,HOLLIDAY19800110A,37052.0,7311.0,MATT HOLLIDAY,"Holliday, Matt",R,R,Matt Holliday,"Holliday, Matt",7222.0,Matt Holliday,5178.0,Matt Holliday,8014.0,891.0,Matt Holliday,0006v,"Holliday, Matt","Holliday, Matt",OF,"Holliday, Matt",MATT HOLLIDAY NAN,MATT HOLLIDAY NAN,MATT HOLLIDAY NAN,MATT HOLLIDAY NAN,MATT HOLLIDAY NAN,MATT HOLLIDAY NAN,MATT HOLLIDAY NAN
holmegr01,GRANT HOLMES,3/22/1996,Grant,Holmes,[],AL,P,sa828669,GRANT HOLMES,656550.0,GRANT HOLMES,,GRANT HOLMES,,holmegr01,10549.0,GRANT HOLMES,33840.0,GRANT HOLMES,,HOLMES19960322A,104805.0,,NAN,"Holmes, Grant",L,R,Grant Holmes,"Holmes, Grant",13374.0,,,,18375.0,5163.0,Grant Holmes,03d6p,"Holmes, Grant",Grant Holmes,P,"Holmes, Grant",GRANT HOLMES OAK,GRANT HOLMES OAK,GRANT HOLMES OAK,GRANT HOLMES OAK,GRANT HOLMES OAK,GRANT HOLMES OAK,NAN OAK
holtbr01,BROCK HOLT,6/11/1988,Brock,Holt,BOS,AL,2B,9345,BROCK HOLT,571788.0,BROCK HOLT,1741211.0,BROCK HOLT,holtb002,holtbr01,9292.0,BROCK HOLT,30841.0,BROCK HOLT,,HOLT19880611A,59664.0,9292.0,BROCK HOLT,"Holt, Brock",L,R,Brock Holt,"Holt, Brock",11728.0,Brock Holt,13685.0,Brock Holt,8668.0,4195.0,Brock Holt,021qc,"Holt, Brock",Brock Holt,2B/SS,"Holt, Brock",BROCK HOLT BOS,BROCK HOLT BOS,BROCK HOLT BOS,BROCK HOLT BOS,BROCK HOLT BOS,BROCK HOLT BOS,BROCK HOLT BOS
honeybr01,BRENT HONEYWELL,3/31/1995,Brent,Honeywell,TBA,AL,P,sa828706,BRENT HONEYWELL,641703.0,BRENT HONEYWELL,,BRENT HONEYWELL,,honeybr01,10218.0,BRENT HONEYWELL,33838.0,BRENT HONEYWELL,,HONEYWELL19950331A,103893.0,,NAN,"Honeywell, Brent",R,R,Brent Honeywell,"Honeywell, Brent",13442.0,,,,18561.0,5396.0,Brent Honeywell,03d7m,"Honeywell, Brent","Honeywell, Brent",P,"Honeywell, Brent",BRENT HONEYWELL TBA,BRENT HONEYWELL TBA,BRENT HONEYWELL TBA,BRENT HONEYWELL TBA,BRENT HONEYWELL TBA,BRENT HONEYWELL TBA,NAN TBA
hoovejj01,J.J. HOOVER,8/13/1987,J.J.,Hoover,MIL,,P,9037,J.J. HOOVER,543331.0,J.J. HOOVER,1914484.0,J.J. HOOVER,hoovj002,hoovejj01,9163.0,J.J. HOOVER,32557.0,J.J. HOOVER,,HOOVER19870813A,57985.0,9163.0,J.J. HOOVER,"Hoover, J.J.",R,R,J.J. Hoover,"Hoover, J.J.",10863.0,J.J. Hoover,17016.0,J.J. Hoover,4717.0,4065.0,J.J. Hoover,01sfs,"Hoover, J.J.",J.J. Hoover,P,"Hoover, J.J.",J.J. HOOVER NAN,J.J. HOOVER NAN,J.J. HOOVER NAN,J.J. HOOVER NAN,J.J. HOOVER NAN,J.J. HOOVER NAN,J.J. HOOVER NAN
horstje01,JEREMY HORST,10/1/1985,Jeremy,Horst,PHI,,P,596,JEREMY HORST,456662.0,JEREMY HORST,1740947.0,JEREMY HORST,horsj001,horstje01,8947.0,JEREMY HORST,31071.0,JEREMY HORST,,HORST19851001A,53745.0,8947.0,JEREMY HORST,"Horst, Jeremy",L,L,Jeremy Horst,"Horst, Jeremy",12069.0,,,,4485.0,,Jeremy Horst,,,Jeremy Horst,P,"Horst, Jeremy",JEREMY HORST NAN,JEREMY HORST NAN,JEREMY HORST NAN,JEREMY HORST NAN,JEREMY HORST NAN,JEREMY HORST NAN,JEREMY HORST NAN
hoskirh01,RHYS HOSKINS,3/17/1993,Rhys,Hoskins,PHI,NL,OF,16472,RHYS HOSKINS,656555.0,RHYS HOSKINS,2211176.0,RHYS HOSKINS,hoskr001,hoskirh01,10556.0,RHYS HOSKINS,35291.0,RHYS HOSKINS,,,104806.0,,NAN,"Hoskins, Rhys",R,R,Rhys Hoskins,"Hoskins, Rhys",13782.0,,,Rhys Hoskins,20350.0,5391.0,Rhys Hoskins,03de9,"Hoskins, Rhys","Hoskins, Rhys",OF,"Hoskins, Rhys",RHYS HOSKINS PHI,RHYS HOSKINS PHI,RHYS HOSKINS PHI,RHYS HOSKINS PHI,RHYS HOSKINS PHI,RHYS HOSKINS PHI,NAN PHI
hosmeer01,ERIC HOSMER,10/24/1989,Eric,Hosmer,SDN,NL,1B,3516,ERIC HOSMER,543333.0,ERIC HOSMER,1669561.0,ERIC HOSMER,hosme001,hosmeer01,8857.0,ERIC HOSMER,30993.0,ERIC HOSMER,Eric Hosmer,HOSMER19891024A,57988.0,8857.0,ERIC HOSMER,"Hosmer, Eric",L,L,Eric Hosmer,"Hosmer, Eric",10462.0,Eric Hosmer,12928.0,Eric Hosmer,8631.0,3716.0,Eric Hosmer,01cfp,"Hosmer, Eric","Hosmer, Eric",1B,"Hosmer, Eric",ERIC HOSMER SD,ERIC HOSMER SD,ERIC HOSMER SD,ERIC HOSMER SD,ERIC HOSMER SD,ERIC HOSMER SD,ERIC HOSMER SD
housetj01,T.J. HOUSE,9/29/1989,T.J.,House,[],,P,9121,T.J. HOUSE,543334.0,T.J. HOUSE,2027431.0,T.J. HOUSE,houst002,housetj01,9443.0,TJ HOUSE,32610.0,T.J. HOUSE,,HOUSE19890929A,60836.0,9443.0,T.J. HOUSE,"House, T.J.",R,L,T.J. House,"House, T.J.",11329.0,T.J. House,38113.0,TJ House,8618.0,4532.0,T.J. House,,,T.J. House,P,"House, TJ",T.J. HOUSE NAN,T.J. HOUSE NAN,T.J. HOUSE NAN,T.J. HOUSE NAN,TJ HOUSE NAN,T.J. HOUSE NAN,T.J. HOUSE NAN
howarry01,RYAN HOWARD,11/19/1979,Ryan,Howard,PHI,,1B,2154,RYAN HOWARD,429667.0,RYAN HOWARD,448940.0,RYAN HOWARD,howar001,howarry01,7437.0,RYAN HOWARD,6097.0,RYAN HOWARD,Ryan Howard,HOWARD19791119A,37145.0,7437.0,RYAN HOWARD,"Howard, Ryan",L,L,Ryan Howard,"Howard, Ryan",7565.0,Ryan Howard,5404.0,Ryan Howard,4256.0,985.0,Ryan Howard,,,Ryan Howard,1B,"Howard, Ryan",RYAN HOWARD NAN,RYAN HOWARD NAN,RYAN HOWARD NAN,RYAN HOWARD NAN,RYAN HOWARD NAN,RYAN HOWARD NAN,RYAN HOWARD NAN
howeljp01,J.P. HOWELL,4/25/1983,J.P.,Howell,TOR,,P,8245,J.P. HOWELL,434442.0,J.P. HOWELL,530358.0,J.P. HOWELL,howej003,howeljp01,7572.0,J.P. HOWELL,6312.0,J.P. HOWELL,,HOWELL19830425A,45541.0,7572.0,J.P. HOWELL,"Howell, J.P.",L,L,J.P. Howell,"Howell, J.P.",8336.0,J.P. Howell,5708.0,J.P. Howell,988.0,,J.P. Howell,,,J.P. Howell,P,"Howell, J.P.",J.P. HOWELL NAN,J.P. HOWELL NAN,J.P. HOWELL NAN,J.P. HOWELL NAN,J.P. HOWELL NAN,J.P. HOWELL NAN,J.P. HOWELL NAN
hoyinja01,JARED HOYING,5/18/1989,Jared,Hoying,TEX,,OF,10882,JARED HOYING,592419.0,JARED HOYING,1804525.0,JARED HOYING,hoyij001,hoyinja01,10306.0,JARED HOYING,31217.0,JARED HOYING,,HOYING19890518A,67020.0,10306.0,JARED HOYING,"Hoying, Jared",L,R,Jared Hoying,"Hoying, Jared",11827.0,,,,13695.0,5192.0,Jared Hoying,026mr,"Hoying, Jared",Jared Hoying,OF,"Hoying, Jared",JARED HOYING NAN,JARED HOYING NAN,JARED HOYING NAN,JARED HOYING NAN,JARED HOYING NAN,JARED HOYING NAN,JARED HOYING NAN
hoytja01,JAMES HOYT,9/30/1986,James,Hoyt,HOU,AL,P,14605,JAMES HOYT,624586.0,JAMES HOYT,2120371.0,JAMES HOYT,hoytj001,hoytja01,10357.0,JAMES HOYT,33416.0,JAMES HOYT,,HOYT19860930A,101658.0,10357.0,JAMES HOYT,"Hoyt, James",R,R,James Hoyt,"Hoyt, James",14178.0,James Hoyt,72377.0,James Hoyt,23640.0,5246.0,James Hoyt,03ao0,"Hoyt, James","Hoyt, James",P,"Hoyt, James",JAMES HOYT CLE,JAMES HOYT CLE,JAMES HOYT CLE,JAMES HOYT CLE,JAMES HOYT CLE,JAMES HOYT CLE,JAMES HOYT CLE
hudsoda01,DANIEL HUDSON,3/9/1987,Daniel,Hudson,LAN,,P,7146,DANIEL HUDSON,543339.0,DANIEL HUDSON,1697836.0,DANIEL HUDSON,hudsd001,hudsoda01,8567.0,DANIEL HUDSON,30376.0,DANIEL HUDSON,,HUDSON19870309A,57996.0,8567.0,DANIEL HUDSON,"Hudson, Daniel",R,R,Daniel Hudson,"Hudson, Daniel",10645.0,Daniel Hudson,6295.0,Daniel Hudson,9304.0,3340.0,Daniel Hudson,01fd0,"Hudson, Daniel","Hudson, Daniel",RP,"Hudson, Daniel",DANIEL HUDSON NAN,DANIEL HUDSON NAN,DANIEL HUDSON NAN,DANIEL HUDSON NAN,DANIEL HUDSON NAN,DANIEL HUDSON NAN,DANIEL HUDSON NAN
hudsoda01,DAKOTA HUDSON,9/15/1994,Dakota,Hudson,[],NL,P,19206,DAKOTA HUDSON,641712.0,DAKOTA HUDSON,,NAN,,hudsoda02,10598.0,DAKOTA HUDSON,38680.0,DAKOTA HUDSON,,,108931.0,,NAN,"Hudson, Dakota",R,R,Dakota Hudson,"Hudson, Dakota",14240.0,,,,23707.0,5913.0,Dakota Hudson,,,Dakota Hudson,RP,"Hudson, Dakota",DAKOTA HUDSON STL,DAKOTA HUDSON STL,DAKOTA HUDSON STL,NAN STL,DAKOTA HUDSON STL,DAKOTA HUDSON STL,NAN STL
hudsoor01,ORLANDO HUDSON,12/12/1977,Orlando,Hudson,[],,2B,1307,ORLANDO HUDSON,407861.0,ORLANDO HUDSON,284611.0,ORLANDO HUDSON,hudso001,hudsoor01,6875.0,ORLANDO HUDSON,,NAN,,HUDSON19771212A,994.0,,NAN,"Hudson, Orlando",B,R,Orlando Hudson,"Hudson, Orlando",,,,,15196.0,,Orlando Hudson,,,,2B,"Hudson, Orlando",ORLANDO HUDSON NAN,ORLANDO HUDSON NAN,ORLANDO HUDSON NAN,ORLANDO HUDSON NAN,ORLANDO HUDSON NAN,NAN NAN,NAN NAN
hudsoti01,TIM HUDSON,7/14/1975,Tim,Hudson,[],,P,921,TIM HUDSON,218596.0,TIM HUDSON,132684.0,TIM HUDSON,hudst001,hudsoti01,6245.0,TIM HUDSON,4084.0,TIM HUDSON,,HUDSON19750714A,938.0,6245.0,TIM HUDSON,"Hudson, Tim",R,R,Tim Hudson,"Hudson, Tim",6219.0,Tim Hudson,5991.0,Tim Hudson,12427.0,,Tim Hudson,,,Tim Hudson,P,"Hudson, Tim",TIM HUDSON NAN,TIM HUDSON NAN,TIM HUDSON NAN,TIM HUDSON NAN,TIM HUDSON NAN,TIM HUDSON NAN,TIM HUDSON NAN
